Data;Arquivo;Laboratorio/Grupo;Prof.Orientador;Email;Aluno;Email;IC/MS/Dr/Pesq;Nome Amostra;2thetai;2thetaf;Countingtime;TotalTime;XrayTube;XrayMirror
2010-08-19;Xpert_818.xrdml;;;;;;;AM 30526;20.00156514;79.99382669;77.520;1503;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-19;Xpert_819.xrdml;;;;;;;AM 10523;20.00156514;79.99382669;77.520;1502;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-19;Xpert_820.xrdml;;;;;;;SnO2 PURO;20.00156514;79.99382669;77.520;1503;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-20;Xpert_821.xrdml;;;;;;;1;5.00956514;49.99391359;77.520;1147;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-20;Xpert_822.xrdml;;;;;;;2;5.00956514;49.99391359;77.520;1146;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-20;Xpert_823.xrdml;;;;;;;3;5.00956514;49.99391359;77.520;1145;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-23;Xpert_824.xrdml;;;;;;;CR18;10.01156514;99.99339232;77.520;2211;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-23;Xpert_825.xrdml;;;;;;;MX02;10.01156514;99.99339232;77.520;2208;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-23;Xpert_826.xrdml;;;;;;;CLOVIS;10.01156514;99.99339232;77.520;2206;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-24;Xpert_827.xrdml;;;;;;;NIAL1;10.00356514;89.99324721;77.520;1975;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-24;Xpert_828.xrdml;;;;;;;NIAL2;10.00356514;89.99324721;77.520;1972;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-24;Xpert_829.xrdml;;;;;;;1;10.00356514;89.99324721;77.520;1971;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-24;Xpert_830.xrdml;;;;;;;2;10.00356514;89.99324721;77.520;1974;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-24;Xpert_831.xrdml;;;;;;;3;10.00356514;89.99324721;77.520;1971;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-24;Xpert_832.xrdml;;;;;;;CT01;10.01156514;99.99339232;77.520;2211;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-24;Xpert_833.xrdml;;;;;;;CT02;10.01156514;99.99339232;77.520;2211;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-24;Xpert_834.xrdml;;;;;;;CT03;10.01156514;99.99339232;77.520;2211;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-24;Xpert_835.xrdml;;;;;;;CT04;10.01156514;99.99339232;77.520;2209;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-24;Xpert_836.xrdml;;;;;;;CT05;10.01156514;99.99339232;77.520;2210;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-24;Xpert_837.xrdml;;;;;;;CT06;10.01156514;99.99339232;77.520;2210;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-24;Xpert_838.xrdml;;;;;;;CT07;10.01156514;99.99339232;77.520;2209;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-24;Xpert_839.xrdml;;;;;;;CT08;10.01156514;99.99339232;77.520;2209;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-24;Xpert_840.xrdml;;;;;;;ABSMO;10.01156514;99.99339232;77.520;2209;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-25;Xpert_841.xrdml;;;;;;;EA055;20.00656514;119.99366772;97.920;3074;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-25;Xpert_842.xrdml;;;;;;;EA056;20.00656514;119.99366772;97.920;3074;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-26;Xpert_843.xrdml;;;;;;;EA057;20.00656514;119.99366772;97.920;3078;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-26;Xpert_844.xrdml;;;;;;;EA058;20.00656514;119.99366772;97.920;3073;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-26;Xpert_845.xrdml;;;;;;;NiFeO4 j-16;10.00156514;119.99394312;97.920;3370;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-26;Xpert_846.xrdml;;;;;;;NiO J-17;10.00156514;119.99394312;97.920;3372;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-26;Xpert_847.xrdml;;;;;;;AN 026;15.00656514;119.85187231;77.520;2575;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-26;Xpert_848.xrdml;;;;;;;YT 04;10.00156514;119.99394312;77.520;2680;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-26;Xpert_849.xrdml;;;;;;;YT 05;10.00156514;119.99394312;77.520;2681;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-26;Xpert_850.xrdml;;;;;;;AB INT 10-3;10.00656514;99.90961063;77.520;2224;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-27;Xpert_851.xrdml;;;;;;;AB PIL 10-3;10.00656514;99.98839232;77.520;2212;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-27;Xpert_852.xrdml;;;;;;;AB INT 10-4;10.00656514;99.98839232;77.520;2210;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-27;Xpert_853.xrdml;;;;;;;AB PIL 10-4;10.00656514;99.98839232;77.520;2210;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-27;Xpert_854.xrdml;;;;;;;CE10700;20.00656514;119.99366772;97.920;3075;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-27;Xpert_855.xrdml;;;;;;;CE20700;20.00656514;119.99366772;97.920;3074;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-27;Xpert_856.xrdml;;;;;;;CE30700;20.00656514;119.99366772;97.920;3073;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-30;Xpert_857.xrdml;;;;;;;LaB6;19.99356514;119.99379801;197.370;6146;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-30;Xpert_858.xrdml;;;;;;;LaB6;19.99356514;119.99379801;197.370;6143;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-30;Xpert_859.xrdml;;;;;;;V0;3.00256514;69.99326736;77.520;1665;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-30;Xpert_860.xrdml;;;;;;;CuFeO4;20.00656514;119.99366772;77.520;2443;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-30;Xpert_861.xrdml;;;;;;;MgFeO4;20.00656514;119.99366772;77.520;2442;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-30;Xpert_862.xrdml;;;;;;;ZnFeO4;20.00656514;119.99366772;77.520;2447;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-30;Xpert_863.xrdml;;;;;;;MnFeO4;20.00656514;119.99366772;77.520;2447;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-30;Xpert_864.xrdml;;;;;;;SBA 15P 123;0.00656514;9.99871026;77.520;321;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-30;Xpert_865.xrdml;;;;;;;S16 B-F12;0.00656514;9.99871026;77.520;320;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-30;Xpert_866.xrdml;;;;;;;SBA 15;0.00656514;9.99871026;77.520;319;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-03;Xpert_867.xrdml;;;;;;;ClZrNi;3.01056514;79.99341247;77.520;1900;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-31;Xpert_868.xrdml;;;;;;;Sn Ti;3.01056514;79.99341247;77.520;1900;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-31;Xpert_869.xrdml;;;;;;;Cl Mn;3.01056514;79.99341247;77.520;1900;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-31;Xpert_870.xrdml;;;;;;;AM 05522;20.00156514;79.99382669;77.520;1500;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-31;Xpert_871.xrdml;;;;;;;SG 20;20.00156514;79.99382669;77.520;1502;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-31;Xpert_872.xrdml;;;;;;;SG 23;20.00156514;79.99382669;77.520;1501;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-31;Xpert_873.xrdml;;;;;;;ZEOLITA;0.00656514;59.99882669;77.520;1501;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-31;Xpert_874.xrdml;;;;;;;ZMS;0.00656514;59.99882669;77.520;1500;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-31;Xpert_875.xrdml;;;;;;;K3A;10.00856514;79.99297181;77.520;1737;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-31;Xpert_876.xrdml;;;;;;;K3B;10.00856514;79.99297181;77.520;1736;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-31;Xpert_877.xrdml;;;;;;;K5A;10.00856514;79.99297181;77.520;1736;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-31;Xpert_878.xrdml;;;;;;;K5B;10.00856514;79.99297181;77.520;1736;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-31;Xpert_879.xrdml;;;;;;;D-ALANINA;3.00056514;49.99384684;77.520;1193;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-31;Xpert_880.xrdml;;;;;;;CoSi;10.00856514;79.99297181;77.520;1738;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-31;Xpert_881.xrdml;;;;;;;NiSi;10.00856514;79.99297181;77.520;1734;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-08-31;Xpert_882.xrdml;;;;;;;NiCoSi;10.00856514;79.99297181;77.520;1738;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-02;Xpert_883.xrdml;;;;;;;C/S1;10.01156514;99.99339232;77.520;2208;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-02;Xpert_884.xrdml;;;;;;;C/S2;10.01156514;99.99339232;77.520;2208;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-02;Xpert_885.xrdml;;;;;;;CS/3;10.01156514;99.99339232;77.520;2208;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-02;Xpert_886.xrdml;;;;;;;C/SB1;10.01156514;99.99339232;77.520;2208;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-02;Xpert_887.xrdml;;;;;;;C/SB2;10.01156514;99.99339232;77.520;2208;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-02;Xpert_888.xrdml;;;;;;;C/SN1;10.01156514;99.99339232;77.520;2207;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-03;Xpert_889.xrdml;;;;;;;C/SN2;10.01156514;99.99339232;77.520;2210;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-03;Xpert_890.xrdml;;;;;;;C/SN3;10.01156514;99.99339232;77.520;2206;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-03;Xpert_891.xrdml;;;;;;;ZrO2 G;10.01156514;99.99339232;77.520;2208;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-03;Xpert_892.xrdml;;;;;;;ZrO2 N;10.01156514;99.99339232;77.520;2208;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-03;Xpert_893.xrdml;;;;;;;ZrO2 B;10.01156514;99.99339232;77.520;2208;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-03;Xpert_894.xrdml;;;;;;;Al2O3 Q;10.01156514;99.99339232;77.520;2208;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-03;Xpert_895.xrdml;;;;;;;ZrO2 RQ;10.01156514;99.99339232;77.520;2208;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-03;Xpert_896.xrdml;;;;;;;ZrO2 NQ;10.01156514;99.99339232;77.520;2208;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-03;Xpert_897.xrdml;;;;;;;ZrO2 BQ;10.01156514;99.99339232;77.520;2207;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-03;Xpert_898.xrdml;;;;;;;C-LIS 950 C;20.00156514;79.99382669;77.520;1503;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-03;Xpert_899.xrdml;;;;;;;C5I;5.00356514;59.99318899;77.520;1382;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-03;Xpert_900.xrdml;;;;;;;C6I;5.00356514;59.99318899;77.520;1383;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-03;Xpert_901.xrdml;;;;;;;C7I;5.00356514;59.99318899;77.520;1383;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-06;Xpert_902.xrdml;;;;;;;CCTO;10.00156514;119.99394312;97.920;3371;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-06;Xpert_903.xrdml;;;;;;;PZT3;10.00156514;119.99394312;97.920;3370;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-06;Xpert_904.xrdml;;;;;;;PZT4;10.00156514;119.99394312;97.920;3374;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-06;Xpert_905.xrdml;;;;;;;PZT5;10.00156514;119.99394312;97.920;3369;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-06;Xpert_906.xrdml;;;;;;;J/M 1;10.01156514;99.99339232;77.520;2207;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-06;Xpert_907.xrdml;;;;;;;J/M 2;10.01156514;99.99339232;77.520;2207;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-06;Xpert_908.xrdml;;;;;;;J/M 3;10.01156514;99.99339232;77.520;2207;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-06;Xpert_909.xrdml;;;;;;;J/M 4;10.01156514;99.99339232;77.520;2206;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-06;Xpert_910.xrdml;;;;;;;J/M 5;10.01156514;99.99339232;77.520;2207;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-06;Xpert_911.xrdml;;;;;;;J/M 6;10.01156514;99.99339232;77.520;2207;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-06;Xpert_912.xrdml;;;;;;;J/M 7;10.01156514;99.99339232;77.520;2206;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-08;Xpert_913.xrdml;;;;;;;MIL-1100 C 9H;20.00656514;69.99355129;77.520;1263;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-08;Xpert_914.xrdml;;;;;;;MN-1200 C 6H;20.00656514;69.99355129;77.520;1265;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-08;Xpert_915.xrdml;;;;;;;TJ1;3.00056514;49.99384684;77.520;1193;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-08;Xpert_916.xrdml;;;;;;;TJ2;3.00056514;49.99384684;77.520;1192;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-08;Xpert_917.xrdml;;;;;;;TJ3;3.00056514;49.99384684;77.520;1191;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-08;Xpert_918.xrdml;;;;;;;TJ4;3.00056514;49.99384684;77.520;1192;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-08;Xpert_919.xrdml;;;;;;;NPS 0Fe 15 C;10.00856514;79.99297181;77.520;1738;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-08;Xpert_920.xrdml;;;;;;;NPS OFe 25 C;10.00856514;79.99297181;77.520;1738;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-08;Xpert_921.xrdml;;;;;;;NPS OFe 35 C;10.00856514;79.99297181;77.520;1738;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-08;Xpert_922.xrdml;;;;;;;COACERVATO;10.00856514;79.99297181;77.520;1737;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-08;Xpert_923.xrdml;;;;;;;METACAULIM PILOTO;3.00056514;49.99384684;77.520;1196;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-08;Xpert_924.xrdml;;;;;;;S5;0.00656514;9.99871026;77.520;319;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-08;Xpert_925.xrdml;;;;;;;S6;0.00656514;9.99871026;77.520;323;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-08;Xpert_926.xrdml;;;;;;;CNBT 07;20.00156514;79.99382669;77.520;1500;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-08;Xpert_927.xrdml;;;;;;;CNBT 08;20.00156514;79.99382669;77.520;1499;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-09;Xpert_928.xrdml;;;;;;;AM 01;10.01156514;99.99339232;77.520;2207;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-09;Xpert_929.xrdml;;;;;;;AM 02;10.01156514;99.99339232;77.520;2208;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-09;Xpert_930.xrdml;;;;;;;SG 21;20.00656514;79.99882669;77.520;1502;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-09;Xpert_931.xrdml;;;;;;;AM 10524;20.00656514;79.99882669;77.520;1498;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-09;Xpert_932.xrdml;;;;;;;AM15524;20.00656514;79.99882669;77.520;1503;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-09;Xpert_933.xrdml;;;;;;;AM 20524;20.00656514;79.99882669;77.520;1503;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-09;Xpert_934.xrdml;;;;;;;J/M 8;10.01156514;99.99339232;77.520;2209;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-09;Xpert_935.xrdml;;;;;;;J/M 9;10.01156514;99.99339232;77.520;2207;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-09;Xpert_936.xrdml;;;;;;;J/M 10;10.01156514;99.99339232;77.520;2207;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-09;Xpert_937.xrdml;;;;;;;J/M 11;10.01156514;99.99339232;77.520;2206;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-09;Xpert_938.xrdml;;;;;;;J/M 12;10.01156514;99.99339232;77.520;2211;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-09;Xpert_939.xrdml;;;;;;;J/M 13;10.01156514;99.99339232;77.520;2210;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-09;Xpert_940.xrdml;;;;;;;MATERIAL CLAVADO;10.01156514;99.99339232;77.520;2211;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-10;Xpert_941.xrdml;;;;;;;vanadio;10.01156514;99.99339232;77.520;2210;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-10;Xpert_942.xrdml;;;;;;;HA3h;20.00656514;79.99882669;77.520;1498;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-10;Xpert_943.xrdml;;;;;;;BLMSR 02;0.00656514;9.99871026;77.520;318;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-14;Xpert_944.xrdml;;;;;;;FeCo/SiO2;3.01056514;79.99341247;77.520;1904;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-14;Xpert_945.xrdml;;;;;;;FeSn/SiO2;3.01056514;79.99341247;77.520;1903;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-14;Xpert_946.xrdml;;;;;;;FeCe/SiO2;3.01056514;79.99341247;77.520;1902;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-14;Xpert_947.xrdml;;;;;;;FeMn/SiO2;3.01056514;79.99341247;77.520;1903;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-14;Xpert_948.xrdml;;;;;;;Fe2O3;20.00656514;119.99366772;77.520;2444;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-14;Xpert_949.xrdml;;;;;;;TiO2 1h;20.00656514;79.99882669;77.520;1501;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-14;Xpert_950.xrdml;;;;;;;TiO2 72 min;20.00656514;79.99882669;77.520;1499;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-20;Xpert_951.xrdml;;;;;;;V1 AlCe;3.00556514;14.99351322;77.520;366;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-20;Xpert_952.xrdml;;;;;;;V2 AlCe PILM;3.00556514;14.99351322;77.520;367;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-20;Xpert_953.xrdml;;;;;;;D-METIONINA;5.00356514;59.99318899;77.520;1385;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-20;Xpert_954.xrdml;;;;;;;CBT 800C 2h;20.00156514;79.99382669;77.520;1503;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-21;Xpert_955.xrdml;;;;;;;FT 1100uL CS;10.00856514;79.99297181;77.520;1738;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-21;Xpert_956.xrdml;;;;;;;FT 1100uL CS + AMIN;10.00856514;79.99297181;77.520;1738;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-21;Xpert_957.xrdml;;;;;;;FT 1100uL CS + AMINPZ;10.00856514;79.99297181;77.520;1738;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-21;Xpert_958.xrdml;;;;;;;Li 800 C;20.00156514;79.99382669;77.520;1503;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-21;Xpert_959.xrdml;;;;;;;Li 850 C;20.00156514;79.99382669;77.520;1498;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-21;Xpert_960.xrdml;;;;;;;Li 900 C;20.00156514;79.99382669;77.520;1498;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-21;Xpert_961.xrdml;;;;;;;Li 1000 C;20.00156514;79.99382669;77.520;1503;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-21;Xpert_962.xrdml;;;;;;;Caulim Vermelho;5.00956514;49.99391359;77.520;1146;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-21;Xpert_963.xrdml;;;;;;;FeCe/SiO2 CO2/EB=9;3.01056514;79.99341247;77.520;1903;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-21;Xpert_964.xrdml;;;;;;;FeCe/SiO2 ausencia de CO2;3.01056514;79.99341247;77.520;1902;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-21;Xpert_965.xrdml;;;;;;;FeCo/SiO2 CO2/EB=9;3.01056514;79.99341247;77.520;1902;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-21;Xpert_966.xrdml;;;;;;;MoO8 OCTA;3.01056514;79.99341247;77.520;1902;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-23;Xpert_967.xrdml;;;;;;;K 800 C;20.00656514;79.98569641;77.520;1502;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-23;Xpert_968.xrdml;;;;;;;K 850 C;20.00656514;79.98569641;77.520;1500;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-23;Xpert_969.xrdml;;;;;;;K 900 C;20.00656514;79.98569641;77.520;1499;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-23;Xpert_970.xrdml;;;;;;;K 1000 C;20.00656514;79.98569641;77.520;1499;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
