Data;Arquivo;Laboratorio/Grupo;Prof.Orientador;Email;Aluno;Email;IC/MS/Dr/Pesq;Nome Amostra;2thetai;2thetaf;Countingtime;TotalTime;XrayTube;XrayMirror
2010-01-14;Xpert_001.xrdml;;;;;;;Fe-Co usada;3.00656514;79.98941247;77.570;1904;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-04-26;Xpert_286_1.xrdml;;;;;;;CNITO 1;20.01156514;59.99327589;77.520;1030;PW3376/00 Co LFF DK184432;;
2010-01-14;Xpert_002.xrdml;;;;;;;Fe-Mn usada;3.00656514;79.98941247;77.520;1901;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-01-14;Xpert_003.xrdml;;;;;;;Mn-Fe usada;3.00656514;79.98941247;77.520;1900;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-01-14;Xpert_004.xrdml;;;;;;;Sn-Fe usada;3.00656514;79.98941247;77.520;1901;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-01-14;Xpert_005.xrdml;;;;;;;NiFe2O4 c/ nitrato1;15.00356514;119.99330542;77.520;2561;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-01-14;Xpert_006.xrdml;;;;;;;NiFe2O4 nitrato;15.00356514;119.99330542;77.520;2561;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-01-14;Xpert_007.xrdml;;;;;;;FPO-LPT;10.01156514;49.99327589;77.520;1027;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-01-14;Xpert_008.xrdml;;;;;;;FT1-LPT;10.01156514;49.99327589;77.520;1030;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-01-14;Xpert_009.xrdml;;;;;;;FT2-LPT;10.01156514;49.99327589;77.520;1030;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-01-14;Xpert_010.xrdml;;;;;;;FT3-LPT;10.01156514;49.99327589;77.520;1030;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-01-14;Xpert_011.xrdml;;;;;;;A3;15.01156514;79.99333411;77.520;1619;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-01-14;Xpert_012.xrdml;;;;;;;EA027;20.00856514;89.99297181;77.520;1737;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-01-22;Xpert_013.xrdml;;;;;;;MgMoO4 570 C;10.01156514;49.99327589;77.520;1029;PW3376/00 Co LFF DK184432;;
2010-01-22;Xpert_014.xrdml;;;;;;;acido glutamico;10.01156514;49.99327589;77.520;1027;PW3376/00 Co LFF DK184432;;
2010-01-22;Xpert_015.xrdml;;;;;;;l-glutamina;10.00656514;59.99355129;77.520;1267;PW3376/00 Co LFF DK184432;;
2010-01-22;Xpert_016.xrdml;;;;;;;coacervato;10.00856514;79.99297181;77.520;1736;PW3376/00 Co LFF DK184432;;
2010-01-22;Xpert_017.xrdml;;;;;;;coacervato  com n/p;10.00856514;79.99297181;77.520;1736;PW3376/00 Co LFF DK184432;;
2010-01-22;Xpert_018.xrdml;;;;;;;l-arginina;10.01156514;49.99327589;77.520;1029;PW3376/00 Co LFF DK184432;;
2010-01-26;Xpert_019.xrdml;;;;;;;AY001;15.00356514;119.99330542;77.570;2564;PW3376/00 Co LFF DK184432;;
2010-01-26;Xpert_020.xrdml;;;;;;;NiFe2O4_800;15.00356514;119.99330542;77.520;2562;PW3376/00 Co LFF DK184432;;
2010-01-26;Xpert_021.xrdml;;;;;;;LMSR01;0.50056514;9.99375952;77.520;306;PW3376/00 Co LFF DK184432;;
2010-01-26;Xpert_022.xrdml;;;;;;;LMSR02;0.50056514;9.99375952;77.520;309;PW3376/00 Co LFF DK184432;;
2010-01-26;Xpert_023.xrdml;;;;;;;Pt(LELQ);10.00156514;119.99394312;77.520;2681;PW3376/00 Co LFF DK184432;;
2010-01-26;Xpert_024.xrdml;;;;;;;Pt(E-TEK);10.00156514;119.99394312;77.520;2680;PW3376/00 Co LFF DK184432;;
2010-01-26;Xpert_025.xrdml;;;;;;;Pt1Ru09Ni01;10.00156514;119.99394312;77.520;2681;PW3376/00 Co LFF DK184432;;
2010-01-26;Xpert_026.xrdml;;;;;;;Pt1Ru1(E-TEK);10.00156514;119.99394312;77.520;2679;PW3376/00 Co LFF DK184432;;
2010-01-26;Xpert_027.xrdml;;;;;;;Pt1Ru1(LELQ);10.00156514;119.99394312;77.520;2680;PW3376/00 Co LFF DK184432;;
2010-01-27;Xpert_028.xrdml;;;;;;;MV1;10.00156514;69.99382669;77.570;1504;PW3376/00 Co LFF DK184432;;
2010-01-27;Xpert_029.xrdml;;;;;;;MV2;10.00156514;69.99382669;77.520;1499;PW3376/00 Co LFF DK184432;;
2010-01-27;Xpert_030.xrdml;;;;;;;SAL;10.00156514;69.99382669;77.520;1500;PW3376/00 Co LFF DK184432;;
2010-01-27;Xpert_031.xrdml;;;;;;;HTF 3500;10.00156514;69.99382669;77.520;1500;PW3376/00 Co LFF DK184432;;
2010-01-27;Xpert_032.xrdml;;;;;;;HTF 2500;10.00156514;69.99382669;77.520;1499;PW3376/00 Co LFF DK184432;;
2010-01-27;Xpert_033.xrdml;;;;;;;HTF 3;10.00156514;69.99382669;77.520;1499;PW3376/00 Co LFF DK184432;;
2010-01-27;Xpert_034.xrdml;;;;;;;HTF2;9.99556514;79.99310209;77.520;1737;PW3376/00 Co LFF DK184432;;
2010-04-22;Xpert_35.xrdml;;;;;;;PBO 3;3.01056514;79.99341247;77.520;1900;PW3376/00 Co LFF DK184432;;
2010-01-27;Xpert_035.xrdml;;;;;;;Sn-Fe (usada);3.00656514;79.98941247;77.520;1901;PW3376/00 Co LFF DK184432;;
2010-01-27;Xpert_036.xrdml;;;;;;;Ce-Zn-Ni(calc.);3.00656514;79.98941247;77.520;1901;PW3376/00 Co LFF DK184432;;
2010-01-27;Xpert_037.xrdml;;;;;;;Fe-Ce(calc.);3.00656514;79.98941247;77.520;1900;PW3376/00 Co LFF DK184432;;
2010-01-27;Xpert_038.xrdml;;;;;;;Fe-Co(usado);3.00656514;79.98941247;77.520;1901;PW3376/00 Co LFF DK184432;;
2010-01-27;Xpert_039.xrdml;;;;;;;100%BB;9.99556514;79.99310209;77.520;1739;PW3376/00 Co LFF DK184432;;
2010-01-27;Xpert_040.xrdml;;;;;;;5%MUB;9.99556514;79.99310209;77.520;1735;PW3376/00 Co LFF DK184432;;
2010-01-27;Xpert_041.xrdml;;;;;;;25%MUB;9.99556514;79.99310209;77.520;1736;PW3376/00 Co LFF DK184432;;
2010-01-28;Xpert_042.xrdml;;;;;;;CC;10.00856514;79.99297181;77.570;1738;PW3376/00 Co LFF DK184432;;
2010-01-28;Xpert_043.xrdml;;;;;;;CB;10.00856514;79.99297181;77.520;1738;PW3376/00 Co LFF DK184432;;
2010-01-28;Xpert_044.xrdml;;;;;;;BT;10.00856514;79.99297181;77.520;1737;PW3376/00 Co LFF DK184432;;
2010-01-28;Xpert_045.xrdml;;;;;;;CA;10.00856514;79.99297181;77.520;1737;PW3376/00 Co LFF DK184432;;
2010-01-28;Xpert_046.xrdml;;;;;;;CT;10.00856514;79.99297181;77.520;1736;PW3376/00 Co LFF DK184432;;
2010-01-28;Xpert_047.xrdml;;;;;;;CCT;10.00856514;79.99297181;77.520;1736;PW3376/00 Co LFF DK184432;;
2010-01-28;Xpert_048.xrdml;;;;;;;FOSSIL;10.00856514;79.99297181;77.520;1735;PW3376/00 Co LFF DK184432;;
2010-01-28;Xpert_049.xrdml;;;;;;;CAFE BRAVO;10.00856514;79.99297181;77.520;1735;PW3376/00 Co LFF DK184432;;
2010-01-28;Xpert_050.xrdml;;;;;;;ROCHA MATRIZ;10.00856514;79.99297181;77.520;1735;PW3376/00 Co LFF DK184432;;
2010-01-28;Xpert_051.xrdml;;;;;;;AY002;15.00356514;119.99330542;77.520;2562;PW3376/00 Co LFF DK184432;;
2010-01-28;Xpert_052.xrdml;;;;;;;SIO2 ISOPROPANOL;10.00856514;79.99297181;77.520;1738;PW3376/00 Co LFF DK184432;;
2010-01-28;Xpert_053.xrdml;;;;;;;AMOSTRA 4;10.00856514;79.99297181;77.520;1735;PW3376/00 Co LFF DK184432;;
2010-01-28;Xpert_054.xrdml;;;;;;;AN004;15.00356514;119.99330542;77.520;2561;PW3376/00 Co LFF DK184432;;
2010-01-29;Xpert_055.xrdml;;;;;;;#1020;10.01456514;119.99381284;77.570;2679;PW3376/00 Co LFF DK184432;;
2010-01-29;Xpert_056.xrdml;;;;;;;RWC-276;20.00656514;119.99366772;77.520;2446;PW3376/00 Co LFF DK184432;;
2010-01-29;Xpert_057.xrdml;;;;;;;RW10-276;20.00656514;119.99366772;77.520;2447;PW3376/00 Co LFF DK184432;;
2010-01-29;Xpert_058.xrdml;;;;;;;RWC-625;20.00656514;119.99366772;77.520;2446;PW3376/00 Co LFF DK184432;;
2010-01-29;Xpert_059.xrdml;;;;;;;RW10-625;20.00656514;119.99366772;77.520;2446;PW3376/00 Co LFF DK184432;;
2010-01-29;Xpert_060.xrdml;;;;;;;RWC-686;20.00656514;119.99366772;77.520;2446;PW3376/00 Co LFF DK184432;;
2010-01-29;Xpert_061.xrdml;;;;;;;RW10-686;20.00656514;119.99366772;77.520;2445;PW3376/00 Co LFF DK184432;;
2010-01-29;Xpert_062.xrdml;;;;;;;AG 3 LAV;15.01156514;79.99333411;77.520;1620;PW3376/00 Co LFF DK184432;;
2010-02-01;Xpert_063.xrdml;;;;;;;AG 3 LAV;15.01156514;79.99333411;77.520;1617;PW3376/00 Co LFF DK184432;;
2010-02-01;Xpert_064.xrdml;;;;;;;#1020;10.01456514;119.99381284;77.520;2684;PW3376/00 Co LFF DK184432;;
2010-02-01;Xpert_065.xrdml;;;;;;;SnO2;10.01456514;119.99381284;77.520;2679;PW3376/00 Co LFF DK184432;;
2010-02-01;Xpert_066.xrdml;;;;;;;SnO2;10.01456514;119.99381284;77.520;2683;PW3376/00 Co LFF DK184432;;
2010-02-01;Xpert_067.xrdml;;;;;;;D-Frutose;5.00356514;59.99318899;77.520;1382;PW3376/00 Co LFF DK184432;;
2010-02-01;Xpert_068.xrdml;;;;;;;A.O;5.00356514;59.99318899;77.520;1384;PW3376/00 Co LFF DK184432;;
2010-02-01;Xpert_069.xrdml;;;;;;;D-L ac. aspartico;5.00356514;59.99318899;77.520;1384;PW3376/00 Co LFF DK184432;;
2010-02-01;Xpert_070.xrdml;;;;;;;D-Glucose;5.00356514;59.99318899;77.520;1384;PW3376/00 Co LFF DK184432;;
2010-02-01;Xpert_071.xrdml;;;;;;;Teste 4;10.00856514;79.99297181;77.520;1736;PW3376/00 Co LFF DK184432;;
2010-02-01;Xpert_072.xrdml;;;;;;;amostra 4 isopropanol;10.00856514;79.99297181;77.520;1736;PW3376/00 Co LFF DK184432;;
2010-02-01;Xpert_073.xrdml;;;;;;;LTW 860C/5h;10.00156514;69.99382669;77.520;1500;PW3376/00 Co LFF DK184432;;
2010-02-01;Xpert_074.xrdml;;;;;;;moagem 4h #1;10.00156514;69.99382669;77.520;1501;PW3376/00 Co LFF DK184432;;
2010-02-01;Xpert_075.xrdml;;;;;;;calcinada 5h/ 1000c;10.00156514;69.99382669;77.520;1501;PW3376/00 Co LFF DK184432;;
2010-02-01;Xpert_076.xrdml;;;;;;;1100c/5h;10.00156514;69.99382669;77.520;1501;PW3376/00 Co LFF DK184432;;
2010-02-02;Xpert_077.xrdml;;;;;;;Pmonh2;0.00156514;9.99371026;97.920;404;PW3376/00 Co LFF DK184432;;
2010-02-02;Xpert_078.xrdml;;;;;;;SBAN2D;0.00156514;9.99371026;97.920;400;PW3376/00 Co LFF DK184432;;
2010-02-02;Xpert_079.xrdml;;;;;;;SBAN3D;0.00156514;9.99371026;97.920;400;PW3376/00 Co LFF DK184432;;
2010-02-02;Xpert_080.xrdml;;;;;;;CD;20.00656514;59.98827589;77.520;1026;PW3376/00 Co LFF DK184432;;
2010-02-02;Xpert_081.xrdml;;;;;;;CE;20.00656514;59.98827589;77.520;1027;PW3376/00 Co LFF DK184432;;
2010-02-02;Xpert_082.xrdml;;;;;;;CF;20.00656514;59.98827589;77.520;1027;PW3376/00 Co LFF DK184432;;
2010-02-02;Xpert_083.xrdml;;;;;;;Ag2MoO4;10.00156514;69.99382669;77.520;1502;PW3376/00 Co LFF DK184432;;
2010-02-02;Xpert_084.xrdml;;;;;;;CoFe2O4 400 4h;15.00356514;119.99330542;97.920;3222;PW3376/00 Co LFF DK184432;;
2010-02-02;Xpert_085.xrdml;;;;;;;CoFe2O4 400 c-b;15.00356514;119.99330542;97.920;3222;PW3376/00 Co LFF DK184432;;
2010-02-02;Xpert_086.xrdml;;;;;;;CoFe2O4 1000c/4h;15.00356514;119.99330542;97.920;3222;PW3376/00 Co LFF DK184432;;
2010-02-02;Xpert_087.xrdml;;;;;;;CoFe2O4 600C/1h;15.00356514;119.99330542;97.920;3225;PW3376/00 Co LFF DK184432;;
2010-02-02;Xpert_088.xrdml;;;;;;;CoFe2O4 600C/2h;15.00356514;119.99330542;97.920;3223;PW3376/00 Co LFF DK184432;;
2010-02-05;Xpert_089.xrdml;;;;;;;AN005;15.01456514;119.99117514;97.920;3223;PW3376/00 Co LFF DK184432;;
2010-02-05;Xpert_090.xrdml;;;;;;;CoFe2O4 - 600C/4h;15.01456514;119.99117514;97.920;3223;PW3376/00 Co LFF DK184432;;
2010-02-05;Xpert_091.xrdml;;;;;;;CoFe2O4-600C/5h;15.01456514;119.99117514;97.920;3224;PW3376/00 Co LFF DK184432;;
2010-02-05;Xpert_092.xrdml;;;;;;;CoFe2O4 - 600C/3h;15.01456514;119.99117514;97.920;3224;PW3376/00 Co LFF DK184432;;
2010-02-05;Xpert_093.xrdml;;;;;;;NiFe;20.00656514;119.99366772;77.520;2444;PW3376/00 Co LFF DK184432;;
2010-02-05;Xpert_094.xrdml;;;;;;;15Fe;10.00856514;79.99297181;77.520;1736;PW3376/00 Co LFF DK184432;;
2010-02-05;Xpert_095.xrdml;;;;;;;15Fe7Ca;10.00856514;79.99297181;77.520;1736;PW3376/00 Co LFF DK184432;;
2010-02-05;Xpert_096.xrdml;;;;;;;15Fe1Ca;10.00856514;79.99297181;77.520;1736;PW3376/00 Co LFF DK184432;;
2010-02-05;Xpert_097.xrdml;;;;;;;15Fe3Ca;10.00856514;79.99297181;77.520;1736;PW3376/00 Co LFF DK184432;;
2010-02-09;Xpert_098.xrdml;;;;;;;#28;10.01656514;89.99311692;49.570;1277;PW3376/00 Co LFF DK184432;;
2010-02-09;Xpert_099.xrdml;;;;;;;#18;10.01656514;89.99311692;49.470;1274;PW3376/00 Co LFF DK184432;;
2010-10-04;Xpert_1009.xrdml;;;;;;;SG 26;20.00656514;119.99366772;77.520;2443;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-04;Xpert_1008.xrdml;;;;;;;SG 25;20.00656514;119.99366772;77.520;2444;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-04;Xpert_1007.xrdml;;;;;;;SG 22;20.00656514;119.99366772;77.520;2445;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-04;Xpert_1006.xrdml;;;;;;;AM 10;20.00656514;119.99366772;77.520;2446;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-30;Xpert_1005.xrdml;;;;;;;bambu natural;10.00156514;44.99376847;77.520;912;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-30;Xpert_1004.xrdml;;;;;;;bambu branqueado;10.00156514;44.99376847;77.520;909;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-30;Xpert_1003.xrdml;;;;;;;nanofibra;10.00156514;44.99376847;77.520;910;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-30;Xpert_1002.xrdml;;;;;;;Cu-Co usado;3.01056514;79.99341247;77.520;1901;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-30;Xpert_1001.xrdml;;;;;;;Zn-TPYP;3.01056514;79.99341247;77.520;1901;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-09-30;Xpert_1000.xrdml;;;;;;;Ru-TPYP;3.01056514;79.99341247;77.520;1903;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-09;Xpert_100.xrdml;;;;;;;#11;10.01656514;89.99311692;49.470;1275;PW3376/00 Co LFF DK184432;;
2010-10-13;Xpert_1019.xrdml;;;;;;;R14-684;20.00656514;119.99366772;77.520;2445;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-13;Xpert_1018.xrdml;;;;;;;R14-625;20.00656514;119.99366772;77.520;2444;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-13;Xpert_1017.xrdml;;;;;;;R14-276;20.00656514;119.99366772;77.520;2442;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-26;Xpert_1016.xrdml;;;;;;;TiO2 10 min;20.00656514;79.99882669;77.520;1499;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-04;Xpert_1015.xrdml;;;;;;;TiO2-5min;20.00156514;79.99382669;77.520;1502;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-04;Xpert_1014.xrdml;;;;;;;TiO2-com;20.00156514;79.99382669;77.520;1501;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-04;Xpert_1013.xrdml;;;;;;;Ru-SBA-BP4;3.01056514;79.99341247;77.520;1902;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-04;Xpert_1012.xrdml;;;;;;;CoTPY calcinado;3.01056514;79.99341247;77.520;1901;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-04;Xpert_1011.xrdml;;;;;;;CeZrCo usado;3.01056514;79.99341247;77.520;1901;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-04;Xpert_1010.xrdml;;;;;;;CeAl usado;3.01056514;79.99341247;77.520;1901;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-09;Xpert_101.xrdml;;;;;;;#27;10.01656514;89.99311692;49.470;1274;PW3376/00 Co LFF DK184432;;
2010-10-15;Xpert_1029.xrdml;;;;;;;CeO2_3;28.00056514;99.99390506;97.920;2241;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-15;Xpert_1028.xrdml;;;;;;;CeO2_1;28.00056514;99.99390506;97.920;2241;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-15;Xpert_1027.xrdml;;;;;;;CeO2;28.00056514;99.99390506;97.920;2243;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-13;Xpert_1026.xrdml;;;;;;;MN_9h bm;10.01456514;69.99369641;77.520;1502;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-13;Xpert_1025.xrdml;;;;;;;MNP branco;20.00156514;79.99382669;77.520;1498;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-13;Xpert_1024.xrdml;;;;;;;MNP 2:1;20.00156514;79.99382669;77.520;1499;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-13;Xpert_1023.xrdml;;;;;;;MNP 1:1;20.00156514;79.99382669;77.520;1498;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-13;Xpert_1022.xrdml;;;;;;;MnFe2O4-1;20.00656514;119.99366772;77.520;2444;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-13;Xpert_1021.xrdml;;;;;;;joel;10.01156514;99.99339232;77.520;2207;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-13;Xpert_1020.xrdml;;;;;;;AN 028;15.00356514;119.99330542;77.520;2561;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-09;Xpert_102.xrdml;;;;;;;#03;10.01656514;89.99311692;49.470;1275;PW3376/00 Co LFF DK184432;;
2010-10-18;Xpert_1039.xrdml;;;;;;;QVMT-10min;3.00256514;44.99320914;77.520;1074;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-18;Xpert_1038.xrdml;;;;;;;QVMT-5min;3.00256514;44.99320914;77.520;1079;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-15;Xpert_1037.xrdml;;;;;;;NiO_10Cr;40.00156514;99.99382669;97.920;1886;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-15;Xpert_1036.xrdml;;;;;;;NiO_5Cr;40.00156514;99.99382669;97.920;1886;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-15;Xpert_1035.xrdml;;;;;;;NiO_1Cr;40.00156514;99.99382669;97.920;1887;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-15;Xpert_1034.xrdml;;;;;;;ZnO_10Cr;35.00656514;84.99355129;97.920;1590;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-15;Xpert_1033.xrdml;;;;;;;ZnO_10Mn;35.00656514;84.99355129;97.920;1591;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-15;Xpert_1032.xrdml;;;;;;;ZnO_10Ni;35.00656514;84.99355129;97.920;1591;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-15;Xpert_1031.xrdml;;;;;;;ZnO_10Fe;35.00656514;84.99355129;97.920;1588;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-15;Xpert_1030.xrdml;;;;;;;CeO2_5;28.00056514;99.99390506;97.920;2240;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-09;Xpert_103.xrdml;;;;;;;#08;10.01656514;89.99311692;49.470;1274;PW3376/00 Co LFF DK184432;;
2010-10-18;Xpert_1049.xrdml;;;;;;;AM 20523;20.00656514;119.99366772;77.520;2444;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-18;Xpert_1048.xrdml;;;;;;;AM 15523;20.00656514;119.99366772;77.520;2445;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-18;Xpert_1047.xrdml;;;;;;;NOB_5 1050C;20.00156514;79.99382669;77.520;1499;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-18;Xpert_1046.xrdml;;;;;;;Na2Nb4O11 1050C;20.00156514;79.99382669;77.520;1499;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-18;Xpert_1045.xrdml;;;;;;;NOB_1 950C;20.00156514;79.99382669;77.520;1498;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-18;Xpert_1044.xrdml;;;;;;;Na2Nb4O11 950C;20.00156514;79.99382669;77.520;1499;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-18;Xpert_1043.xrdml;;;;;;;Na2Nb4O11_2;20.00156514;79.99382669;77.520;1502;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-18;Xpert_1042.xrdml;;;;;;;Na2Nb4O11_1;20.00156514;79.99382669;77.520;1501;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-18;Xpert_1041.xrdml;;;;;;;QVMT-20min;3.00256514;44.99320914;77.520;1077;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-18;Xpert_1040.xrdml;;;;;;;QVMT-15min;3.00256514;44.99320914;77.520;1077;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-09;Xpert_104.xrdml;;;;;;;#23;10.01656514;89.99311692;49.470;1274;PW3376/00 Co LFF DK184432;;
2010-10-19;Xpert_1059.xrdml;;;;;;;DM-600;15.01156514;79.99333411;77.520;1617;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-19;Xpert_1058.xrdml;;;;;;;SAL BRANCO;10.00656514;59.99355129;77.520;1263;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-19;Xpert_1057.xrdml;;;;;;;SAL XXII;10.00656514;59.99355129;77.520;1262;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-19;Xpert_1056.xrdml;;;;;;;SAL XXI;10.00656514;59.99355129;77.520;1263;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-19;Xpert_1055.xrdml;;;;;;;OMMT-2;3.00256514;44.99320914;77.520;1077;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-19;Xpert_1054.xrdml;;;;;;;OMMT-1;3.00256514;44.99320914;77.520;1077;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-19;Xpert_1053.xrdml;;;;;;;AY 300;10.00856514;129.99308824;97.920;3668;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-18;Xpert_1052.xrdml;;;;;;;PRECIPITADO E1;20.00656514;119.99366772;77.520;2443;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-18;Xpert_1051.xrdml;;;;;;;AM 30526;20.00656514;119.99366772;77.520;2443;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-18;Xpert_1050.xrdml;;;;;;;AM 25524;20.00656514;119.99366772;77.520;2444;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-02-09;Xpert_105.xrdml;;;;;;;#10;10.01656514;89.99311692;49.470;1274;PW3376/00 Co LFF DK184432;;
2010-10-26;Xpert_1069.xrdml;;;;;;;MnFe2O4;20.00656514;119.99366772;77.520;2444;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-26;Xpert_1068.xrdml;;;;;;;CuFe2O4;20.00656514;119.99366772;77.520;2444;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-21;Xpert_1067.xrdml;;;;;;;V12( 191010);3.00556514;14.99351322;77.520;370;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-21;Xpert_1066.xrdml;;;;;;;JANDI 1Fe;5.00156514;64.99382669;77.520;1500;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
2010-10-26;Xpert_1065.xrdml;;;;;;;Ag2;15.01156514;79.99333411;77.520;1618;PW3376/00 Co LFF DK184432;Inc. Beam Co W/Si (hybrid MPD);
